naam,invalshoeken,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,fotocontrole CP,fotocontrole,beelden klaar,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Annelies,tegels,1976-0127,niet-publiek,ok,,,ok,ok,1976-0127,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0128,niet-publiek,ok,,,ok,ok,1976-0128,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0129,niet-publiek,ok,,,ok,ok,1976-0129,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0130,niet-publiek,ok,,,ok,ok,1976-0130,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0131,publiek,ok,,,ok,ok,1976-0131,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0132,publiek,ok,,,ok,ok,1976-0132;1976-0132$1,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0133,publiek,ok,,,ok,ok,1976-0133,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0134,publiek,ok,,,ok,ok,1976-0134,onbekend*onbekend,ok,,ok 2024-11-29,ok 2024-11-29,,
Annelies,tegels,1976-0135,niet-publiek,ok,,,ok,ok,1976-0135,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0136,niet-publiek,ok,,,ok,ok,1976-0136,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0137,niet-publiek,ok,,,ok,ok,1976-0137,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0138,niet-publiek,ok,,,ok,ok,1976-0138,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0139,niet-publiek,ok,,,ok,ok,1976-0139;1976-0139$1,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0142,publiek,ok,,,ok,ok,1976-0142,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0143,publiek,ok,,,ok,ok,1976-0143,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0144,publiek,ok,,,ok,ok,1976-0144,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0145,publiek,ok,,,ok,ok,1976-0145,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0146,publiek,ok,,,ok,ok,1976-0146,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0147,publiek,ok,,,ok,ok,1976-0147,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0148,publiek,ok,,,ok,ok,1976-0148,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0149,publiek,ok,,,ok,ok,1976-0149,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0150,publiek,ok,,,ok,ok,1976-0150,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0151,publiek,ok,,,nieuwe foto; ok,ok,1976-0151$1;1976-0151$2,onbekend*onbekend,ok,,ok 2024-11-29,ok 2024-11-29,,
Annelies,tegels,1976-0154,publiek,ok,,,ok,ok,1976-0154,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0155,publiek,ok,,,ok,ok,1976-0155,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0156,niet-publiek,ok,,,ok,ok,1976-0156,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0157,niet-publiek,ok,,,ok,ok,1976-0157,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0159,niet-publiek,ok,,,ok,ok,1976-0159,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0161,publiek,ok,,,ok,ok,1976-0161,onbekend*onbekend,ok,,ok 2024-11-29,ok 2024-11-29,,
Annelies,tegels,1976-0165,niet-publiek,ok,,,ok,ok,1976-0165,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0166,niet-publiek,ok,,,ok,ok,1976-0166,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0167,niet-publiek,ok,,,ok,ok,1976-0167,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0169,niet-publiek,ok,,,ok,ok,1976-0169,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0170,niet-publiek,ok,,,ok,ok,1976-0170,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0172,niet-publiek,ok,,,ok,ok,1976-0172,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0173,niet-publiek,ok,,,ok,ok,1976-0173,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0174,niet-publiek,ok,,,ok,ok,1976-0174,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0175,niet-publiek,ok,,,ok,ok,1976-0175,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0176,niet-publiek,ok,,,ok,ok,1976-0176$1;1976-0176$2,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0177,niet-publiek,ok,,,ok,ok,1976-0177,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0178,publiek,ok,,,ok,ok,1976-0178,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0179,niet-publiek,ok,,,ok,ok,1976-0179,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0180,niet-publiek,ok,,,ok,ok,1976-0180,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0181,niet-publiek,ok,,,ok,ok,1976-0181,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0182,niet-publiek,ok,,,ok,ok,1976-0182,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0183,niet-publiek,ok,,,ok,ok,1976-0183,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0184,niet-publiek,ok,,,ok,ok,1976-0184$1;1976-0184$2,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0185,niet-publiek,ok,,,ok,ok,1976-0185,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0186,niet-publiek,ok,,,ok,ok,1976-0186,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0187,niet-publiek,ok,,,ok,ok,1976-0187,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0188,niet-publiek,ok,,,ok,ok,1976-0188,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0189,niet-publiek,ok,,,ok,ok,1976-0189,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0190,niet-publiek,ok,,,ok,ok,1976-0190,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0191,niet-publiek,ok,,,ok,ok,1976-0191,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0192,niet-publiek,ok,,,ok,ok,1976-0192$1;1976-0192$2,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0193_0-2,niet-publiek,ok,,,ok,ok,1976-0193_0-2$1;1976-0193_0-2$2,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0193_1-2,niet-publiek,ok,,,ok,ok,1976-0193_1-2,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0193_2-2,niet-publiek,ok,,,ok,ok,1976-0193_2-2,Léon De Smet & Cie*Le Carreau de Canteleu,ok,,ok 2025-01-30,nvt,,
Annelies,tegels,1976-0194,publiek,ok,,,ok,ok,1976-0194,onbekend*Gilliot & Cie,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0195,publiek,ok,,,ok,ok,1976-0195,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0196,publiek,ok,,,ok,ok,1976-0196,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0199,publiek,ok,,,ok,ok,1976-0199,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0200,niet-publiek,ok,,,ok,ok,1976-0200,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0201,publiek,ok,,,ok,ok,1976-0201,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1976-0202,niet-publiek,ok,,,ok,ok,1976-0202,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0203,niet-publiek,ok,,,ok,ok,1976-0203,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0204,niet-publiek,ok,,,ok,ok,1976-0204,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1976-0205,niet-publiek,ok,,,ok,ok,1976-0205,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1980-0012,publiek,ok,,,ok,ok,1980-0012,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0013,publiek,ok,,,ok,ok,1980-0013,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0014,publiek,ok,,,ok,ok,1980-0014,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0015,publiek,ok,,,ok,ok,1980-0015,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0016,publiek,ok,,,ok,ok,1980-0016,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0017,publiek,ok,,,ok,ok,1980-0017,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0018,publiek,ok,,,ok,ok,1980-0018,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0019,publiek,ok,,,ok,ok,1980-0019,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0020,publiek,ok,,,ok,ok,1980-0020,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies/Sam,tegels,1980-0021,publiek,ok,,"nieuwe foto na restauratie, restauratie klaar",ok,nummer,1980-0021$1,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,JA
Annelies,tegels,1980-0022,publiek,ok,,,ok,ok,1980-0022,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0023,niet-publiek,ok,,,ok,ok,1980-0023,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1980-0024,publiek,ok,,,ok,ok,1980-0024,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0025,publiek,ok,,,ok,ok,1980-0025,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0026,publiek,ok,,,ok,ok,1980-0026$1;1980-0026$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0027,publiek,ok,,,ok,ok,1980-0027,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0028,publiek,ok,,,ok,ok,1980-0028,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0029,publiek,ok,,,ok,ok,1980-0029,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0030,publiek,ok,,,ok,ok,1980-0030,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0031,publiek,ok,,,ok,ok,1980-0031,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0032,publiek,ok,,,ok,ok,1980-0032,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0033,publiek,ok,,,ok,ok,1980-0033,onbekend*onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0034,publiek,ok,,,ok,ok,1980-0034,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0035,publiek,ok,,,ok,ok,1980-0035,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0036,publiek,ok,,,ok,ok,1980-0036,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0037,publiek,ok,,,ok,ok,1980-0037,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0038,publiek,ok,,,ok,ok,1980-0038,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0039,publiek,ok,,,ok,ok,1980-0039,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0041,publiek,ok,,,ok,ok,1980-0041,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0042,publiek,ok,,,ok,ok,1980-0042,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0043,publiek,ok,,,ok,ok,1980-0043,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0044,publiek,ok,,,ok,ok,1980-0044,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0045,publiek,ok,,,ok,ok,1980-0045,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0046,publiek,ok,,,ok,ok,1980-0046,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0048,publiek,ok,,,ok,ok,1980-0048,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0049,publiek,ok,,,ok,ok,1980-0049,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0050,publiek,ok,,,ok,ok,1980-0050,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0051,publiek,ok,,,ok,ok,1980-0051,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0052,publiek,ok,,,ok,ok,1980-0052,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0053,publiek,ok,,,ok,ok,1980-0053,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0054,publiek,ok,,,ok,ok,1980-0054,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0055,publiek,ok,,,ok,ok,1980-0055,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0056,publiek,ok,,,ok,ok,1980-0056,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0057,publiek,ok,,,ok,ok,1980-0057,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0058,publiek,ok,,,ok,ok,1980-0058,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0059,publiek,ok,,,ok,ok,1980-0059,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0060,publiek,ok,,,ok,ok,1980-0060,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0061,publiek,ok,,,ok,ok,1980-0061,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0062,publiek,ok,,,ok,ok,1980-0062,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0063,publiek,ok,,,ok,ok,1980-0063,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0064,publiek,ok,,,ok,ok,1980-0064,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0065,niet-publiek,ok,,,ok,ok,1980-0065,onbekend*onbekend,ok,,ok 2024-11-29,nvt,,
Annelies,tegels,1980-0066,publiek,ok,,,ok,ok,1980-0066,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0067,publiek,ok,,,ok,ok,1980-0067,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0068,publiek,ok,,,ok,ok,1980-0068,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0071,publiek,ok,,,ok,ok,1980-0071,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0072,publiek,ok,,,draaien,ok,1980-0072,Mintons*Mintons,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0073,publiek,ok,,,ok,ok,1980-0073,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0074,publiek,ok,,,ok,ok,1980-0074,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0075,publiek,ok,,,ok,ok,1980-0075,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0076,publiek,ok,,,ok,ok,1980-0076,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0078,publiek,ok,,,ok,ok,1980-0078,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0079,publiek,ok,,,ok,ok,1980-0079,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0081,publiek,ok,,,ok,ok,1980-0081,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0082,publiek,ok,,,ok,ok,1980-0082,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0083,publiek,ok,,,ok,ok,1980-0083,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0084,publiek,ok,,,ok,ok,1980-0084,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0085,publiek,ok,,,ok,ok,1980-0085,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0086,publiek,ok,,,ok,ok,1980-0086,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0087,publiek,ok,,,ok,ok,1980-0087,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0088,publiek,ok,,,ok,ok,1980-0088,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0089,publiek,ok,,,ok,ok,1980-0089,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0091,publiek,ok,,,ok,ok,1980-0091,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0092,publiek,ok,,,ok,ok,1980-0092,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0093,publiek,ok,,,ok,ok,1980-0093,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0094,publiek,ok,,,ok,ok,1980-0094,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0095,publiek,ok,,,ok,ok,1980-0095,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0111,publiek,ok,,,ok,ok,1980-0111$1;1980-0111$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0112,publiek,ok,,,ok,ok,1980-0112$3;1980-0112$4,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0113,publiek,ok,,,ok,ok,1980-0113$3;1980-0113$4,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0114,publiek,ok,,,ok,ok,1980-0114$1;1980-0114$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0115,publiek,ok,,,ok,ok,1980-0115$1;1980-0115$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0116,publiek,ok,,,ok,ok,1980-0116$1;1980-0116$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0117,publiek,ok,,,ok,ok,1980-0117,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0118,publiek,ok,,,ok,ok,1980-0118$1;1980-0118$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0119,publiek,ok,,,ok,ok,1980-0119$1;1980-0119$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0120,publiek,ok,,,ok,ok,1980-0120$1;1980-0120$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0121,publiek,ok,,,ok,ok,1980-0121$1;1980-0121$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0122,publiek,ok,,,ok,ok,1980-0122$1;1980-0122$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0123,publiek,ok,,,ok,ok,1980-0123$1;1980-0123$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0124,publiek,ok,,,ok,ok,1980-0124,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0126,publiek,ok,,,ok,ok,1980-0126$1;1980-0126$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0127,publiek,ok,,,ok,ok,1980-0127$1;1980-0127$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0128,publiek,ok,,,ok,ok,1980-0128$1;1980-0128$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0129,publiek,ok,,,ok,ok,1980-0129$1;1980-0129$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0130,publiek,ok,,,ok,ok,1980-0130$1;1980-0130$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0131,publiek,ok,,,ok,ok,1980-0131$1;1980-0131$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0132,publiek,ok,,,ok,ok,1980-0132$1;1980-0132$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0133,publiek,ok,,,ok,ok,1980-0133$1;1980-0133$2,onbekend*onbekend,ok,,ok 2024-11-29,ok 2024-11-29,,
Annelies,tegels,1980-0134,publiek,ok,,,ok,ok,1980-0134$1;1980-0134$2,onbekend*onbekend,ok,,ok 2024-11-29,ok 2024-11-29,,
Annelies,tegels,1980-0135,publiek,ok,,,ok,ok,1980-0135$1;1980-0135$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0136,publiek,ok,,,ok,ok,1980-0136$1;1980-0136$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0137,publiek,ok,,,ok,ok,1980-0137$1;1980-0137$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0138,publiek,ok,,,ok,ok,1980-0138$1;1980-0138$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0139,publiek,ok,,,ok,ok,1980-0139$1;1980-0139$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0140,publiek,ok,,,ok,ok,1980-0140$1;1980-0140$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0141,publiek,ok,,,ok,ok,1980-0141$1;1980-0141$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0142,publiek,ok,,,ok,ok,1980-0142$3;1980-0142$4,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0143,publiek,ok,,,ok,ok,1980-0143$1;1980-0143$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0144,publiek,ok,,,ok,ok,1980-0144$1;1980-0144$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0145,publiek,ok,,,ok,ok,1980-0145$1;1980-0145$2,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0146,publiek,ok,,,ok,ok,1980-0146,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
Annelies,tegels,1980-0147,publiek,ok,,,ok,ok,1980-0147,onbekend*onbekend,ok,,ok 2024-10-01,ok 2024-10-01,,
